rank,finalWorth,category,personName,age,country,source,industries,organization,selfMade,status,gender,date,gdp_country,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country
1434,2100,Real Estate,Thomas Kwok,71,Hong Kong,Real estate,Real Estate,,FALSE,U,M,4/4/2023 5:01,,,,,,
1434,2100,Manufacturing,Lam Wai-ying,,Hong Kong,Smartphone screens,Manufacturing,Biel Crystal,TRUE,D,F,4/4/2023 5:01,,,,,,
1434,2100,Finance & Investments,Marc Lasry,62,United States,Hedge funds,Finance & Investments,Avenue Capital Group,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1434,2100,Finance & Investments,Christian Latouche & family,82,France,Accounting services,Finance & Investments,,TRUE,D,M,4/4/2023 5:01,"$2,715,518,274,227",102.5,82.5,24.2,60.7,67059887
1434,2100,Sports,Theodore Leonsis,67,United States,Sports teams,Sports,,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1434,2100,Real Estate,Lin Chang Su-O,82,Taiwan,Real estate,Real Estate,,FALSE,D,F,4/4/2023 9:01,,,,,,
1434,2100,Manufacturing,Liu Chengyu & family,60,China,Power supply equipment,Manufacturing,,TRUE,U,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1434,2100,Fashion & Retail,Sergey Lomakin,49,Cyprus,Retail,Fashion & Retail,,TRUE,R,M,4/4/2023 5:01,"$24,564,647,935",99.3,80.8,24.5,22.4,1198575
1434,2100,Food & Beverage,Daniel Lubetzky,54,United States,Snack bars,Food & Beverage,,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1434,2100,Technology,Melissa Ma,,China,Internet search,Technology,,TRUE,U,F,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1434,2100,Diversified,Anand Mahindra,67,India,Diversified,Diversified,,FALSE,U,M,4/4/2023 5:01,"$2,611,000,000,000",113,69.4,11.2,49.7,1366417754
1434,2100,Fashion & Retail,Rafique Malik,72,India,Footwear,Fashion & Retail,,FALSE,U,M,4/4/2023 5:01,"$2,611,000,000,000",113,69.4,11.2,49.7,1366417754
1434,2100,Diversified,Katarina Martinson,41,Sweden,Investments,Diversified,,FALSE,U,F,4/4/2023 5:01,"$530,832,908,738",126.6,82.5,27.9,49.1,10285453
1434,2100,Healthcare,Kiran Mazumdar-Shaw,70,India,Biopharmaceuticals,Healthcare,Biocon,TRUE,D,F,4/4/2023 5:01,"$2,611,000,000,000",113,69.4,11.2,49.7,1366417754
1434,2100,Automotive,Nirmal Minda,65,India,Auto parts,Automotive,,FALSE,D,M,4/4/2023 5:01,"$2,611,000,000,000",113,69.4,11.2,49.7,1366417754
1434,2100,Technology,Mu Rongjun,43,China,E-commerce,Technology,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1434,2100,Manufacturing,Eugene Murtagh,80,Ireland,Building materials,Manufacturing,,TRUE,D,M,4/4/2023 5:01,,,,,,
1434,2100,Finance & Investments,Alexander Nesis,60,Russia,"Metals, banking, fertilizers",Finance & Investments,,TRUE,U,M,4/4/2023 5:01,"$1,699,876,578,871",102.6,72.7,11.4,46.2,144373535
1434,2100,Manufacturing,Zugen Ni,66,China,Appliances,Manufacturing,,TRUE,U,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1434,2100,Construction & Engineering,Florentino Perez,76,Spain,Construction,Construction & Engineering,,TRUE,U,M,4/4/2023 5:01,"$1,394,116,310,769",102.7,83.3,14.2,47,47076781
1434,2100,Metals & Mining,Victor Pinchuk,62,Ukraine,"Steel pipes, diversified",Metals & Mining,,TRUE,U,M,4/4/2023 5:01,"$153,781,069,118",99,71.6,20.1,45.2,44385155
1434,2100,Technology,Leonid Radvinsky,40,United States,E-commerce,Technology,,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1434,2100,Technology,Raveendran Byju,41,India,Education technology,Technology,,TRUE,D,M,4/4/2023 5:01,"$2,611,000,000,000",113,69.4,11.2,49.7,1366417754
1434,2100,Construction & Engineering,P.P. Reddy,65,India,Infrastructure,Construction & Engineering,,TRUE,U,M,4/4/2023 5:01,"$2,611,000,000,000",113,69.4,11.2,49.7,1366417754
1434,2100,Fashion & Retail,Richard Saghian,41,United States,Fast fashion,Fashion & Retail,,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1434,2100,Healthcare,Shi Yifeng,49,China,Medical cosmetics,Healthcare,,TRUE,U,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1434,2100,Finance & Investments,Thaksin Shinawatra,73,United Arab Emirates,Investments,Finance & Investments,,TRUE,U,M,4/4/2023 5:01,"$421,142,267,938",108.4,77.8,0.1,15.9,9770529
1434,2100,Food & Beverage,Shu Ping,53,Singapore,Restaurants,Food & Beverage,,TRUE,U,F,4/4/2023 5:01,"$372,062,527,489",100.6,83.1,13.1,21,5703569
1434,2100,Healthcare,Timothy Springer,75,United States,Biotech,Healthcare,,TRUE,E,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1434,2100,Automotive,Venu Srinivasan,70,India,Two-wheelers,Automotive,,FALSE,U,M,4/4/2023 5:01,"$2,611,000,000,000",113,69.4,11.2,49.7,1366417754
1434,2100,Fashion & Retail,Edward Stack,68,United States,Dick's Sporting Goods,Fashion & Retail,Dick's Sporting Goods,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1434,2100,Food & Beverage,Sun Mengquan & family,73,China,Edible oil,Food & Beverage,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1434,2100,Finance & Investments,Alexander Svetakov,55,Russia,Real estate,Finance & Investments,,TRUE,D,M,4/4/2023 5:01,"$1,699,876,578,871",102.6,72.7,11.4,46.2,144373535
1434,2100,Fashion & Retail,Torsten Toeller,56,Germany,Pet food,Fashion & Retail,,TRUE,D,M,4/4/2023 5:01,"$3,845,630,030,824",104,80.9,11.5,48.8,83132799
1434,2100,Food & Beverage,Barbara Tyson,74,United States,Food processing,Food & Beverage,,FALSE,N,F,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1434,2100,Food & Beverage,Hamdi Ulukaya,50,United States,Greek yogurt,Food & Beverage,Chobani,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1434,2100,Construction & Engineering,Wang Linpeng,54,China,Furniture retailing,Construction & Engineering,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1434,2100,Food & Beverage,Wei Ing-Chou,69,China,"Food, beverages",Food & Beverage,,TRUE,U,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1434,2100,Food & Beverage,Wei Yin-Chun,66,Taiwan,"Food, beverages",Food & Beverage,,TRUE,U,M,4/4/2023 5:01,,,,,,
1434,2100,Food & Beverage,Wei Yin-Heng,64,China,"Food, beverages",Food & Beverage,,TRUE,U,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1434,2100,Food & Beverage,Wei Ying-Chiao,68,Taiwan,"Food, beverages",Food & Beverage,,TRUE,U,M,4/4/2023 5:01,,,,,,
1434,2100,Gambling & Casinos,Elaine Wynn,80,United States,"Casinos, hotels",Gambling & Casinos,"Wynn Las Vegas, LLC",TRUE,U,F,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1434,2100,Automotive,Xu Xudong & family,53,China,Auto parts,Automotive,,TRUE,U,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1434,2100,Fashion & Retail,Michael Ying,73,Hong Kong,Retail,Fashion & Retail,,TRUE,U,M,4/4/2023 5:01,,,,,,
1434,2100,Manufacturing,Yu Qibing & family,57,China,Glass,Manufacturing,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1434,2100,Manufacturing,Yuan Fugen & family,72,China,Metal processing,Manufacturing,,TRUE,U,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1434,2100,Manufacturing,Zhang Ning & family,49,China,Chemicals,Manufacturing,,TRUE,D,F,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1434,2100,Healthcare,Zhao Tao,57,China,Pharmaceuticals,Healthcare,,FALSE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1516,2000,Construction & Engineering,Anu Aga,80,India,Engineering,Construction & Engineering,,FALSE,U,F,4/4/2023 5:01,"$2,611,000,000,000",113,69.4,11.2,49.7,1366417754
1516,2000,Fashion & Retail,Mohamed Al Fayed,94,United Kingdom,"Retail, investments",Fashion & Retail,,TRUE,D,M,4/4/2023 5:01,"$2,827,113,184,696",101.2,81.3,25.5,30.6,66834405
1516,2000,Technology,Andrey Andreev,49,United Kingdom,Online dating,Technology,,TRUE,E,M,4/4/2023 5:01,"$2,827,113,184,696",101.2,81.3,25.5,30.6,66834405
1516,2000,Finance & Investments,Michael Ashcroft,77,Turks and Caicos Islands,Security,Finance & Investments,,TRUE,D,M,4/4/2023 5:01,,,,,,
1516,2000,Technology,Pavel Baudis,62,Czech Republic,Software,Technology,,TRUE,D,M,4/4/2023 5:01,"$246,489,245,495",100.7,79,14.9,46.1,10669709
1516,2000,Healthcare,Wilhelm Beier & family,66,Germany,Pharmaceuticals,Healthcare,,TRUE,D,M,4/4/2023 5:01,"$3,845,630,030,824",104,80.9,11.5,48.8,83132799
1516,2000,Manufacturing,Cao Jianwei,44,China,Semiconductors,Manufacturing,,TRUE,E,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1516,2000,Manufacturing,Huwen Chen,52,China,Stationery,Manufacturing,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1516,2000,Diversified,Phongthep Chiaravanont,71,Thailand,Diversified,Diversified,,FALSE,U,M,4/4/2023 5:01,"$543,649,976,166",99.8,76.9,14.9,29.5,69625582
1516,2000,Diversified,Dou Zhenggang,69,China,"Energy, chemicals",Diversified,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1516,2000,Food & Beverage,Maria Franca Fissolo,88,Monaco,"Nutella, chocolates",Food & Beverage,,FALSE,E,F,4/4/2023 5:01,"$7,184,844,193",,,,,38964
1516,2000,Diversified,William Franke,85,United States,Low-cost airlines,Diversified,,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1516,2000,Healthcare,Mario Germano Giuliani,51,Monaco,Pharmaceuticals,Healthcare,,FALSE,D,M,4/4/2023 5:01,"$7,184,844,193",,,,,38964
1516,2000,Real Estate,Amy Goldman Fowler,68,United States,Real estate,Real Estate,,FALSE,D,F,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1516,2000,Metals & Mining,John Hancock,47,United Kingdom,Mining,Metals & Mining,,FALSE,D,M,4/4/2023 5:01,"$2,827,113,184,696",101.2,81.3,25.5,30.6,66834405
1516,2000,Technology,Hu Yangzhong,58,China,Technology,Technology,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1516,2000,Manufacturing,Huang Dawen,62,Hong Kong,Silicon,Manufacturing,,TRUE,D,M,4/4/2023 5:01,,,,,,
1516,2000,Media & Entertainment,Huang Qiaoling,64,China,Amusement parks,Media & Entertainment,,TRUE,U,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1516,2000,Finance & Investments,Rajiv Jain,55,United States,Finance,Finance & Investments,,TRUE,N,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1516,2000,Sports,Michael Jordan,60,United States,"Charlotte Hornets, endorsements",Sports,,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1516,2000,Real Estate,Diane Kemper,77,United States,Real estate,Real Estate,,FALSE,D,F,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1516,2000,Technology,Shlomo Kramer,57,Israel,"Software, investments",Technology,,TRUE,D,M,4/4/2023 5:01,"$395,098,666,122",104.9,82.8,23.1,25.3,9053300
1516,2000,Healthcare,Heikki Kyostila,77,Finland,Dental products,Healthcare,,TRUE,U,M,4/4/2023 5:01,"$268,761,201,365",100.2,81.7,20.8,36.6,5520314
1516,2000,Technology,Martin Lau,50,Hong Kong,E-commerce,Technology,,TRUE,D,M,4/4/2023 5:01,,,,,,
1516,2000,Technology,Li Min,57,China,Semiconductor,Technology,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1516,2000,Technology,Liang Rubo,40,China,TikTok,Technology,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1516,2000,Manufacturing,Liang Zhaoxian,58,China,Appliances,Manufacturing,,FALSE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1516,2000,Energy,Lin Fanlian,61,China,"Energy, real estate",Energy,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1516,2000,Manufacturing,Aloke Lohia,64,Thailand,Petrochemicals,Manufacturing,,FALSE,D,M,4/4/2023 5:01,"$543,649,976,166",99.8,76.9,14.9,29.5,69625582
1516,2000,Real Estate,Bill Malhotra,73,Canada,Real estate,Real Estate,,TRUE,U,M,4/4/2023 5:01,"$1,736,425,629,520",100.9,81.9,12.8,24.5,36991981
1516,2000,Finance & Investments,Alexander Mamut,63,Israel,Investments,Finance & Investments,,TRUE,D,M,4/4/2023 5:01,"$395,098,666,122",104.9,82.8,23.1,25.3,9053300
1516,2000,Telecom,Craig McCaw,73,United States,Telecom,Telecom,,FALSE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1516,2000,Manufacturing,Cunhui Nan,59,China,Power equipment,Manufacturing,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1516,2000,Service,Tengyun Nie & family,47,China,Logistics,Service,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1516,2000,Finance & Investments,Oei Hong Leong,75,Singapore,Investments,Finance & Investments,,FALSE,U,M,4/4/2023 5:01,"$372,062,527,489",100.6,83.1,13.1,21,5703569
1516,2000,Metals & Mining,Clive Palmer,69,Australia,Mining,Metals & Mining,,TRUE,D,M,4/4/2023 5:01,"$1,392,680,589,329",100.3,82.7,23,47.4,25766605
1516,2000,Technology,Matthew Prince,48,United States,Cybersecurity,Technology,,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1516,2000,Service,Linda Pritzker,69,United States,"Hotels, investments",Service,,FALSE,E,F,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1516,2000,Construction & Engineering,P.V. Krishna Reddy,53,India,Infrastructure,Construction & Engineering,,TRUE,U,M,4/4/2023 5:01,"$2,611,000,000,000",113,69.4,11.2,49.7,1366417754
1516,2000,Metals & Mining,Bianca Rinehart,46,Australia,Mining,Metals & Mining,,FALSE,D,F,4/4/2023 5:01,"$1,392,680,589,329",100.3,82.7,23,47.4,25766605
1516,2000,Metals & Mining,Ginia Rinehart,36,Australia,Mining,Metals & Mining,,FALSE,D,F,4/4/2023 5:01,"$1,392,680,589,329",100.3,82.7,23,47.4,25766605
1516,2000,Finance & Investments,T. Denny Sanford,87,United States,"Banking, credit cards",Finance & Investments,,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1516,2000,Manufacturing,Bhadresh Shah,71,India,Engineering,Manufacturing,,TRUE,U,M,4/4/2023 5:01,"$2,611,000,000,000",113,69.4,11.2,49.7,1366417754
1516,2000,Media & Entertainment,Zygmunt Solorz-Zak,66,Poland,TV broadcasting,Media & Entertainment,,TRUE,D,M,4/4/2023 5:01,"$592,164,400,688",100,77.6,17.4,40.8,37970874
1516,2000,Manufacturing,Michal Strnad,30,,Defense Contracting,Manufacturing,,FALSE,N,M,4/4/2023 5:01,,,,,,
1516,2000,Fashion & Retail,Sylvia Stroeher,67,Germany,Cosmetics,Fashion & Retail,,FALSE,E,F,4/4/2023 5:01,"$3,845,630,030,824",104,80.9,11.5,48.8,83132799
1516,2000,Technology,Otto Toto Sugiri,69,Indonesia,Data centers,Technology,,TRUE,D,M,4/4/2023 5:01,"$1,119,190,780,753",106.4,71.5,10.2,30.1,270203917
1516,2000,Sports,Larry Tanenbaum,77,Canada,Sports,Sports,,TRUE,N,M,4/4/2023 5:01,"$1,736,425,629,520",100.9,81.9,12.8,24.5,36991981
1516,2000,Finance & Investments,Wichai Thongtang,76,Thailand,Investments,Finance & Investments,,TRUE,E,M,4/4/2023 5:01,"$543,649,976,166",99.8,76.9,14.9,29.5,69625582
1516,2000,Finance & Investments,Ion Tiriac,83,Romania,"Banking, insurance",Finance & Investments,,TRUE,U,M,4/4/2023 5:01,"$250,077,444,017",85.2,75.4,14.6,20,19356544
1516,2000,Metals & Mining,Hope Welker,37,United States,Mining,Metals & Mining,,FALSE,D,F,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1516,2000,Manufacturing,William Young,82,United States,Plastics,Manufacturing,,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1516,2000,Fashion & Retail,Ales Zavoral,46,,E-commerce,Fashion & Retail,,TRUE,N,M,4/4/2023 5:01,,,,,,
1516,2000,Technology,Zhang Fan,57,China,Touch screens,Technology,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1516,2000,Technology,Shilong Zhang & family,57,China,Semiconductor,Technology,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1516,2000,Manufacturing,Zhang Wanzhen,73,China,Electronics components,Manufacturing,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1516,2000,Technology,Hongfei Zhao,48,China,Software,Technology,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1516,2000,Energy,Zhou Jian,46,China,Solar energy equipment,Energy,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1516,2000,Healthcare,Zhu Yiwen & family,59,China,Healthcare,Healthcare,,TRUE,U,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1575,1900,Diversified,Roberto Angelini Rossi,74,Chile,"Forestry, mining",Diversified,,FALSE,U,M,4/4/2023 5:01,"$282,318,159,745",101.4,80,18.2,34,18952038
1575,1900,Energy,Mika Anttonen,56,Finland,Oil & gas,Energy,,TRUE,U,M,4/4/2023 5:01,"$268,761,201,365",100.2,81.7,20.8,36.6,5520314
1575,1900,Sports,David Blitzer,53,United States,Sports,Sports,,TRUE,N,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1575,1900,Finance & Investments,Julio Bozano,87,Brazil,Banking,Finance & Investments,,TRUE,D,M,4/4/2023 5:01,"$1,839,758,040,766",115.4,75.7,14.2,65.1,212559417
1575,1900,Energy,Nikolai Buinov,55,Russia,"Oil, gas",Energy,,TRUE,U,M,4/4/2023 5:01,"$1,699,876,578,871",102.6,72.7,11.4,46.2,144373535
1575,1900,Fashion & Retail,Nicola Bulgari,82,Italy,Luxury goods,Fashion & Retail,,FALSE,E,M,4/4/2023 5:01,"$2,001,244,392,042",101.9,82.9,24.3,59.1,60297396
1575,1900,Fashion & Retail,"Howard Butt, III. & family",71,United States,Supermarkets,Fashion & Retail,,FALSE,N,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1575,1900,Fashion & Retail,Stephen Butt & family,67,,Supermarkets,Fashion & Retail,,FALSE,N,M,4/4/2023 5:01,,,,,,
1575,1900,Fashion & Retail,Jianxing Che,56,China,Furniture retailing,Fashion & Retail,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1575,1900,Manufacturing,Huxiong Chen,52,China,Stationery,Manufacturing,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1575,1900,Energy,Chen Qiongxiang,,China,Batteries,Energy,,TRUE,D,F,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1575,1900,Technology,Chen Zhisong,57,China,Communication equipment,Technology,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1575,1900,Diversified,Manas Chiaravanond,,Thailand,Diversified,Diversified,,FALSE,U,M,4/4/2023 5:01,"$543,649,976,166",99.8,76.9,14.9,29.5,69625582
1575,1900,Diversified,Prathip Chiravanond,74,Thailand,Diversified,Diversified,,FALSE,R,M,4/4/2023 5:01,"$543,649,976,166",99.8,76.9,14.9,29.5,69625582
1575,1900,Food & Beverage,Alexandra Daitch,60,United States,Cargill,Food & Beverage,,FALSE,D,F,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1575,1900,Food & Beverage,Sol Daurella,57,Spain,Coca-Cola bottler,Food & Beverage,,FALSE,U,F,4/4/2023 5:01,"$1,394,116,310,769",102.7,83.3,14.2,47,47076781
1575,1900,Sports,Mark Davis,67,United States,Las Vegas Raiders,Sports,,FALSE,N,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1575,1900,Finance & Investments,James Dinan,63,United States,Hedge funds,Finance & Investments,York Capital Management,TRUE,E,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1575,1900,Healthcare,Dong Fan,53,China,Medical devices,Healthcare,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1575,1900,Automotive,Fritz Draexlmaier,,Germany,Auto parts,Automotive,,FALSE,U,M,4/4/2023 5:01,"$3,845,630,030,824",104,80.9,11.5,48.8,83132799
1575,1900,Diversified,Bulent Eczacibasi,73,Turkey,"Pharmaceuticals, diversified",Diversified,,FALSE,U,M,4/4/2023 5:01,"$754,411,708,203",93.2,77.4,17.9,42.3,83429615
1575,1900,Diversified,Faruk Eczacibasi,68,Turkey,"Pharmaceuticals, diversified",Diversified,,FALSE,U,M,4/4/2023 5:01,"$754,411,708,203",93.2,77.4,17.9,42.3,83429615
1575,1900,Diversified,Eduardo Eurnekian,90,Argentina,"Airports, investments",Diversified,,TRUE,U,M,4/4/2023 5:01,"$449,663,446,954",109.7,76.5,10.1,106.3,44938712
1575,1900,Real Estate,David Fong,65,Hong Kong,Real estate,Real Estate,,FALSE,N,M,4/4/2023 5:01,,,,,,
1575,1900,Fashion & Retail,Guo Zhenyu & family,59,China,Cosmetics,Fashion & Retail,,TRUE,D,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1575,1900,Manufacturing,Surjit Kumar Gupta,81,India,Electrical equipment,Manufacturing,,FALSE,U,M,4/4/2023 5:01,"$2,611,000,000,000",113,69.4,11.2,49.7,1366417754
1575,1900,Diversified,Caroline Hagen Kjos,39,Switzerland,Conglomerate,Diversified,,FALSE,D,F,4/4/2023 5:01,"$703,082,435,360",105.2,83.6,10.1,28.8,8574832
1575,1900,Finance & Investments,Roberto Hernandez Ramirez,81,Mexico,"Banking, investments",Finance & Investments,,TRUE,E,M,4/4/2023 5:01,"$1,258,286,717,125",105.8,75,13.1,55.1,126014024
1575,1900,Technology,Reid Hoffman,55,United States,LinkedIn,Technology,Greylock,TRUE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1575,1900,Manufacturing,Hu Rongda & family,64,China,Chemicals,Manufacturing,,TRUE,U,M,4/4/2023 5:01,"$19,910,000,000,000",100.2,77,9.4,59.2,1397715000
1575,1900,Real Estate,"B. Wayne Hughes, Jr.",63,United States,Storage facilities,Real Estate,,FALSE,D,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1575,1900,Real Estate,Hui Wing Mau,72,Hong Kong,Real estate,Real Estate,,TRUE,D,M,4/4/2023 5:01,,,,,,
1575,1900,Finance & Investments,Scott Kapnick,64,United States,Private equity,Finance & Investments,,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
1575,1900,Finance & Investments,Richard Kayne,77,United States,Investments,Finance & Investments,,TRUE,U,M,4/4/2023 5:01,"$21,427,700,000,000",101.8,78.5,9.6,36.6,328239523
